interval_seconds,ycsb_ops,kmeans_ops,bank_ops,total_ops_interval,cpu_utilization,memory_utilization,core_count,threads_per_core,evict_threshold,cache_hit,sst_count,total_ops_cumulative,request_total,memory_utilization_normalized
5,0,400,0,371,20.3,85.84,24,1,386000,61101163,0,513343,400,1.0
5,0,396,0,358,20.11,85.92,24,1,386000,61322509,0,515136,396,1.0
5,0,400,0,377,20.21,86.03,24,1,386000,61544821,0,517024,400,1.0
5,0,396,0,349,20.04,85.91,24,1,386000,61766539,0,518771,396,1.0
5,0,400,0,399,19.92,85.88,24,1,386000,61994959,0,520770,400,1.0
5,0,396,0,397,19.41,85.97,25,1,386000,62221063,0,522756,396,1.0
5,0,400,0,397,19.88,85.92,25,1,386000,62449513,0,524741,400,1.0
5,0,396,0,353,19.68,85.94,25,1,386000,62667391,0,526510,396,1.0
5,0,400,0,363,19.69,85.86,25,1,386000,62887793,0,528325,400,1.0
5,0,400,0,366,19.54,86.01,25,1,386000,63106909,0,530157,400,1.0
5,0,396,0,345,19.94,86.11,25,1,386000,63326995,0,531883,396,1.0
5,0,400,0,367,19.91,86.01,25,1,386000,63549155,0,533718,400,1.0
5,0,396,0,363,19.95,85.9,25,1,386000,63769409,0,535535,396,1.0
5,0,400,0,359,19.53,85.91,25,1,386000,63988276,0,537332,400,1.0
5,0,396,0,370,19.68,85.98,25,1,386000,64211437,0,539184,396,1.0
5,0,400,0,403,19.54,85.94,25,1,386000,64440399,0,541200,400,1.0
5,0,396,0,345,19.85,85.99,25,1,386000,64657045,0,542932,396,1.0
5,0,400,0,413,18.96,86.01,26,1,386000,64888085,0,544998,400,1.0
5,0,396,0,377,19.39,86.03,26,1,386000,65109839,0,546883,396,1.0
5,0,400,0,351,19.08,86.09,26,1,386000,65333256,0,548642,400,1.0
5,0,396,0,387,19.57,86.1,26,1,386000,65556879,0,550581,396,1.0
5,0,400,0,392,19.27,86.06,26,1,386000,65782995,0,552544,400,1.0
5,0,396,0,386,19.26,86.15,26,1,386000,66009356,0,554474,396,1.0
5,0,400,0,368,19.24,86.14,26,1,386000,66231003,0,556316,400,1.0
5,0,396,0,378,19.43,86.11,26,1,386000,66456702,0,558207,396,1.0
5,0,400,0,389,19.14,86.14,26,1,386000,66680068,0,560155,400,1.0
5,0,396,0,391,19.0,86.18,26,1,386000,66908522,0,562111,396,1.0
5,0,400,0,372,19.26,86.09,26,1,386000,67128770,0,563972,400,1.0
5,0,396,0,385,19.23,86.34,26,1,386000,67352173,0,565898,396,1.0
5,0,400,0,360,18.51,86.3,27,1,386000,67575383,0,567700,400,1.0
5,0,396,0,392,18.76,86.38,27,1,386000,67803719,0,569663,396,1.0
5,0,400,0,395,18.74,86.36,27,1,386000,68030283,0,571641,400,1.0
5,0,396,0,366,19.07,86.36,27,1,386000,68250245,0,573475,396,1.0
5,0,400,0,374,19.18,86.29,27,1,386000,68478584,0,575348,400,1.0
5,0,396,0,355,18.49,86.36,27,1,386000,68695744,0,577129,396,1.0
5,0,400,0,385,19.58,86.24,27,1,386000,68925657,0,579054,400,1.0
5,0,396,0,392,18.72,86.33,27,1,386000,69149697,0,581014,396,1.0
5,0,400,0,389,19.3,86.28,27,1,386000,69375561,0,582962,400,1.0
5,0,396,0,329,19.04,86.17,27,1,386000,69587947,0,584610,396,1.0
5,0,400,0,372,19.1,86.11,27,1,386000,69814927,0,586473,400,1.0
5,0,396,0,395,19.1,86.21,27,1,386000,70041702,0,588449,396,1.0
5,0,400,0,381,18.16,86.15,28,1,386000,70265578,0,590356,400,1.0
5,0,396,0,401,18.35,86.26,28,1,386000,70490756,0,592361,396,1.0
5,0,400,0,391,18.72,86.37,28,1,386000,70715011,0,594320,400,1.0
5,0,400,0,378,18.44,86.38,28,1,386000,70936462,0,596211,400,1.0
5,0,396,0,377,18.88,86.39,28,1,386000,71162842,0,598101,396,1.0
5,0,400,0,406,18.37,86.44,28,1,386000,71391082,0,600126,400,1.0
5,0,396,0,394,18.72,85.75,28,1,386000,71616017,0,602097,396,1.0
5,0,400,0,352,18.82,85.82,28,1,386000,71837789,0,603858,400,1.0
5,0,396,0,375,18.97,85.78,28,1,386000,72058446,0,605735,396,1.0
5,0,400,0,393,18.84,85.76,28,1,386000,72284535,0,607701,400,1.0
5,0,396,0,362,18.47,86.41,28,1,386000,72504534,0,609514,396,1.0
5,0,400,0,361,18.42,86.45,28,1,386000,72722802,0,611320,400,1.0
5,0,396,0,395,18.21,86.41,29,1,386000,72948762,0,613295,396,1.0
5,0,400,0,417,18.08,86.45,29,1,386000,73181461,0,615380,400,1.0
5,0,396,0,377,18.49,86.44,29,1,386000,73405257,0,617265,396,1.0
5,0,400,0,392,18.17,86.45,29,1,386000,73630857,0,619225,400,1.0
5,0,396,0,387,18.55,85.81,29,1,386000,73855938,0,621164,396,1.0
5,0,400,0,364,18.26,85.81,29,1,386000,74081201,0,622987,400,1.0
5,0,396,0,350,17.94,85.8,29,1,386000,74302272,0,624739,396,1.0
5,0,400,0,391,18.35,85.96,29,1,386000,74524872,0,626694,400,1.0
5,0,396,0,359,18.41,85.98,29,1,386000,74748090,0,628491,396,1.0
